Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
969,4483,4,4,3,1933,Urban,Excellent,No,434325
241,1062,3,3,1,1970,Downtown,Good,No,614772
820,1422,3,4,1,1993,Urban,Good,Yes,922811
693,2658,2,3,1,1972,Rural,Poor,Yes,794314
421,3286,2,4,1,1981,Rural,Excellent,Yes,796988
1086,829,4,1,2,1902,Downtown,Excellent,Yes,72873
1999,4062,3,1,2,1936,Urban,Excellent,Yes,161119
366,2570,3,3,2,1991,Rural,Fair,Yes,156968
1023,540,2,4,1,1906,Urban,Excellent,Yes,640846
1241,536,1,4,1,1930,Urban,Fair,Yes,686364
589,1173,5,3,3,1993,Urban,Fair,Yes,895177
737,1641,4,2,1,1940,Suburban,Fair,Yes,762787
1762,4406,5,3,2,1926,Rural,Poor,No,230697
942,4789,2,4,3,1926,Urban,Poor,No,591567
72,879,5,4,1,1916,Rural,Excellent,Yes,740807
1408,3436,4,2,2,1995,Downtown,Fair,No,445991
260,4776,5,3,1,1999,Urban,Poor,No,932464
52,2085,2,3,2,1935,Urban,Poor,Yes,405446
199,3608,2,3,1,1929,Downtown,Fair,Yes,455427
1789,3561,5,4,3,1935,Urban,Good,No,522803
651,3093,1,4,1,1906,Urban,Poor,Yes,415863
333,616,1,4,2,1912,Rural,Fair,No,957278
1360,4110,2,4,1,1916,Suburban,Poor,Yes,256994
594,2484,5,1,3,1976,Rural,Good,No,922402
1392,773,1,1,3,2021,Urban,Fair,Yes,496049
1801,1161,2,4,3,1951,Urban,Poor,Yes,577433
1315,1262,5,2,3,1953,Suburban,Fair,Yes,487513
1112,4930,3,2,2,1954,Rural,Good,No,56457
1007,736,3,2,3,1939,Downtown,Good,Yes,998128
1327,3856,4,3,3,1995,Urban,Poor,Yes,198388
427,4632,3,3,3,1966,Urban,Fair,No,668308
1559,2712,5,4,2,1999,Suburban,Poor,Yes,839981
1294,4026,1,2,3,1919,Suburban,Fair,Yes,910513
591,1270,1,1,3,1997,Downtown,Poor,No,240191
1958,4700,3,3,1,1917,Rural,Good,Yes,253426
1977,4426,1,3,3,2017,Rural,Good,No,254739
1133,4959,1,1,2,1916,Suburban,Good,Yes,77603
986,4094,1,4,3,2017,Suburban,Good,No,92628
399,3274,5,3,1,1978,Downtown,Excellent,No,517667
1512,4091,3,1,2,1952,Suburban,Poor,No,872457
437,4992,5,2,2,1928,Downtown,Good,No,810006
193,762,1,2,2,2013,Urban,Fair,No,828559
1436,2770,4,3,1,1919,Rural,Fair,Yes,836458
615,3677,1,4,3,2015,Downtown,Good,No,651516
1494,2212,1,2,3,1969,Rural,Excellent,No,203405
577,1960,1,3,2,1900,Downtown,Excellent,Yes,756168
987,1909,4,3,2,2008,Rural,Fair,Yes,857784
1433,2425,1,2,3,1963,Suburban,Excellent,No,462699
707,1812,5,4,1,1924,Suburban,Poor,Yes,650577
1259,4811,5,4,2,1911,Rural,Poor,No,620569
142,1791,2,3,3,1992,Urban,Poor,No,670103
1358,2309,2,2,3,1919,Downtown,Poor,Yes,960835
3,3592,2,2,3,1938,Downtown,Good,No,266746
1222,2433,4,2,1,2017,Downtown,Fair,No,800071
1870,1292,5,1,1,1921,Downtown,Poor,Yes,168632
1623,1827,1,3,3,1967,Downtown,Fair,Yes,622686
340,1012,2,2,1,1917,Urban,Fair,Yes,928247
1770,3101,1,1,3,1949,Rural,Excellent,Yes,481172
1537,1752,3,2,3,1920,Suburban,Good,Yes,862267
484,2327,1,4,1,1977,Downtown,Excellent,No,783478
266,2800,2,2,3,1917,Rural,Fair,Yes,383857
377,835,4,2,2,1905,Rural,Fair,Yes,514151
742,2548,1,1,3,1924,Suburban,Fair,Yes,305494
1014,2576,2,4,1,1952,Urban,Poor,Yes,894445
440,4671,3,2,3,1976,Rural,Fair,No,594929
272,627,5,2,2,1943,Downtown,Fair,Yes,983671
185,988,5,1,2,1930,Rural,Poor,Yes,984499
940,1268,1,4,1,1987,Suburban,Good,Yes,196444
245,1459,3,2,1,1966,Downtown,Poor,Yes,218332
932,2579,5,3,1,1913,Suburban,Fair,Yes,487509
446,4077,2,4,3,1947,Urban,Good,No,965986
597,888,5,4,2,1953,Downtown,Excellent,Yes,486056
818,977,5,4,1,2002,Rural,Excellent,No,229238
1273,3308,4,4,3,1976,Rural,Fair,No,752124
1677,3522,1,3,1,2017,Rural,Good,No,263766
487,2310,1,1,2,1964,Rural,Excellent,No,946881
681,1213,5,3,2,1952,Rural,Good,No,837560
416,3308,5,3,1,1947,Rural,Excellent,No,845415
274,2316,1,4,3,1952,Downtown,Excellent,Yes,271775
1472,806,2,4,1,2007,Suburban,Good,No,843802
1830,1512,5,2,2,1991,Rural,Fair,Yes,441731
1455,1394,2,4,3,2012,Urban,Good,No,948407
251,2705,3,4,3,1952,Rural,Fair,Yes,823202
414,1228,4,2,3,1969,Downtown,Excellent,Yes,322201
1386,1083,5,4,2,1988,Urban,Poor,No,191668
1308,3252,1,3,1,1984,Rural,Fair,Yes,661473
716,2897,1,4,3,1989,Downtown,Good,No,398684
311,3761,3,2,3,1982,Downtown,Excellent,No,575285
927,2762,4,4,2,1980,Suburban,Poor,No,650988
382,2431,5,4,3,1913,Downtown,Excellent,Yes,406686
1566,2242,1,3,2,2000,Suburban,Poor,Yes,543496
426,2187,5,2,2,1904,Urban,Fair,No,145149
1875,3446,5,4,2,1996,Rural,Fair,Yes,569826
533,3283,5,3,1,1987,Urban,Fair,No,189148
753,760,5,1,3,1996,Urban,Good,No,326383
766,2538,3,1,2,2021,Suburban,Poor,No,847399
1357,1291,4,3,2,2013,Urban,Fair,Yes,347391
409,3767,4,2,3,2001,Downtown,Poor,No,890172
1615,4219,3,3,2,1982,Rural,Poor,No,989203
695,1993,5,4,3,1931,Downtown,Good,Yes,70557
1739,645,2,3,2,1916,Downtown,Excellent,Yes,231676
549,1424,1,1,1,2004,Downtown,Good,Yes,488866
937,785,3,3,3,2009,Downtown,Good,No,313369
1390,4667,5,1,2,1995,Suburban,Fair,No,932169
1608,2018,1,4,2,1987,Downtown,Poor,Yes,145259
1940,4768,2,3,1,1908,Rural,Excellent,No,401301
1482,852,1,3,1,1990,Suburban,Good,No,874254
183,2234,1,2,1,2017,Rural,Fair,No,747621
1941,1171,1,1,2,1921,Urban,Excellent,No,270319
1161,2924,4,2,3,1907,Rural,Fair,Yes,230685
171,1647,4,3,1,1967,Rural,Good,No,295752
293,2955,1,1,2,1978,Suburban,Good,Yes,792476
562,4969,5,3,2,1919,Downtown,Good,Yes,235922
1457,4609,1,2,3,1961,Rural,Good,No,820227
1877,2460,3,2,1,1913,Suburban,Fair,No,756502
1652,3647,3,2,3,2004,Urban,Fair,No,817018
850,3097,4,4,1,1965,Suburban,Excellent,Yes,954726
273,2565,4,4,1,1921,Urban,Fair,No,138754
1550,3391,2,1,1,1970,Rural,Excellent,Yes,925433
1035,3972,5,3,1,2011,Suburban,Good,Yes,920670
1744,3679,5,1,3,1986,Rural,Excellent,Yes,352069
372,3316,3,1,2,1957,Rural,Poor,Yes,518304
1670,3363,3,1,3,1904,Urban,Poor,No,884372
722,1563,4,2,3,1915,Suburban,Poor,No,961848
734,4789,2,1,2,2011,Rural,Good,Yes,334931
778,3135,4,4,1,1916,Suburban,Excellent,Yes,229810
519,4798,3,2,2,2019,Rural,Good,Yes,915885
335,1650,4,4,3,1932,Rural,Fair,No,876671
846,2616,3,4,1,2014,Rural,Fair,Yes,956740
1252,3245,2,1,2,1955,Downtown,Excellent,Yes,796403
1053,1750,1,4,3,1981,Downtown,Fair,Yes,717481
1924,1267,2,2,2,1941,Suburban,Poor,No,346508
16,4617,1,4,2,1931,Downtown,Poor,No,853032
708,1960,2,1,1,1967,Downtown,Poor,Yes,514736
901,3781,2,1,2,1934,Urban,Poor,No,583754
1980,1531,5,3,3,1963,Rural,Poor,No,970200
1573,2881,2,2,2,1970,Suburban,Fair,Yes,881219
904,4100,1,1,1,1957,Downtown,Excellent,Yes,938640
466,2042,1,1,2,1973,Suburban,Good,No,857032
1978,1355,5,4,2,1936,Downtown,Poor,No,337251
200,4590,3,2,1,1908,Suburban,Excellent,Yes,502201
1207,3670,2,3,2,1907,Downtown,Excellent,No,121540
1056,4650,3,4,2,1944,Downtown,Poor,Yes,838049
1132,4778,5,3,2,1968,Rural,Excellent,Yes,139142
1380,2375,2,2,3,1972,Rural,Poor,Yes,651385
999,4723,4,3,2,2002,Rural,Poor,No,456521
728,4670,5,3,1,1934,Downtown,Excellent,No,764152
1772,4631,5,2,1,2004,Downtown,Fair,Yes,687293
1910,1382,3,2,1,1928,Suburban,Poor,Yes,703002
1822,2040,1,3,1,1969,Urban,Excellent,No,913601
568,4500,4,3,2,1901,Rural,Excellent,Yes,954890
44,1863,3,3,1,2006,Urban,Excellent,No,643167
275,1069,5,3,3,1958,Rural,Poor,No,355292
1097,2250,5,3,1,2022,Downtown,Good,No,234972
102,1984,5,4,1,1981,Downtown,Fair,Yes,339068
1232,4635,4,4,2,1955,Downtown,Fair,No,774689
1722,1908,2,4,2,1977,Downtown,Excellent,No,492667
1833,2023,5,1,2,1946,Urban,Good,No,506356
108,2178,2,1,2,1913,Suburban,Excellent,No,543085
1618,1486,4,4,1,1928,Suburban,Fair,No,753577
498,1581,3,2,1,1964,Suburban,Poor,No,520098
1981,3771,2,2,1,1989,Suburban,Fair,No,890271
882,3917,5,2,2,1982,Rural,Poor,No,133100
757,4213,5,2,3,1969,Downtown,Good,No,526467
620,3332,1,3,3,1938,Downtown,Good,Yes,431059
1107,4490,3,2,3,1992,Rural,Poor,Yes,601507
1936,3584,4,4,2,2002,Suburban,Excellent,Yes,168384
810,2651,4,4,1,1991,Urban,Good,No,834326
1038,3181,3,4,3,2003,Suburban,Excellent,Yes,353895
73,992,3,3,3,1979,Rural,Good,Yes,628706
1284,2047,5,1,3,1992,Rural,Fair,No,506217
1272,1325,2,1,2,2008,Rural,Poor,No,232394
1335,2323,2,3,2,1985,Suburban,Excellent,Yes,599998
1459,4095,1,2,3,1945,Downtown,Excellent,Yes,810943
482,1824,3,2,2,1966,Urban,Excellent,No,59404
1069,560,3,2,2,2003,Suburban,Poor,No,503739
507,1714,1,3,1,1927,Suburban,Poor,Yes,375063
1238,4633,4,4,1,1934,Suburban,Poor,No,119806
1862,3638,1,2,2,1984,Rural,Good,Yes,203325
1990,647,5,3,3,1919,Rural,Excellent,No,60002
1477,3420,3,1,3,1998,Rural,Poor,No,417304
1867,3478,4,2,1,1987,Downtown,Good,No,110263
1456,1014,3,2,2,2017,Suburban,Fair,No,933601
312,1648,3,4,2,2000,Urban,Excellent,No,502546
963,4175,3,1,2,1927,Downtown,Fair,Yes,814742
406,614,2,1,3,1957,Suburban,Good,No,961656
1331,1386,3,3,1,1938,Downtown,Good,Yes,380918
1650,3272,3,3,3,1966,Rural,Excellent,Yes,970995
310,1074,2,3,2,1932,Downtown,Poor,No,160623
227,660,5,4,2,1981,Suburban,Excellent,No,722709
1858,3729,4,2,2,2019,Downtown,Poor,No,267885
711,2233,2,3,3,1987,Downtown,Excellent,No,967461
1944,3542,2,1,2,1948,Rural,Fair,Yes,929753
1384,616,1,1,2,1911,Urban,Excellent,No,564771
1786,2235,5,2,3,1964,Suburban,Fair,Yes,919965
149,1198,4,1,3,2002,Suburban,Good,No,406043
1555,1807,2,1,1,1911,Rural,Fair,No,464562
1957,3172,5,2,1,1921,Suburban,Fair,No,303730
926,1489,2,4,1,1928,Rural,Poor,Yes,171449
943,2661,4,2,1,1981,Urban,Excellent,Yes,160401
837,2871,4,2,1,1914,Suburban,Poor,No,50064
576,2168,1,4,2,1996,Downtown,Excellent,No,479059
558,3371,5,2,1,1951,Urban,Good,Yes,396300
1236,1483,2,2,3,1911,Rural,Poor,Yes,760958
1361,2107,4,2,1,1979,Urban,Fair,Yes,830768
1348,2182,4,4,2,2011,Downtown,Good,No,253570
1162,4861,2,4,2,1938,Suburban,Fair,No,697779
1443,1607,1,1,2,1974,Urban,Good,Yes,92082
287,1284,2,3,3,1919,Suburban,Excellent,Yes,279303
1605,628,2,4,1,1965,Rural,Excellent,Yes,672186
1058,2285,1,1,2,1924,Rural,Poor,No,493888
599,2348,1,4,1,2023,Urban,Excellent,No,594950
933,3217,5,3,3,1943,Urban,Excellent,No,766696
1462,1766,4,4,3,2017,Downtown,Fair,Yes,450404
1638,2167,2,3,1,1905,Urban,Good,No,721844
1588,2789,4,1,2,1974,Urban,Poor,Yes,242543
1041,3567,1,2,2,1906,Downtown,Poor,No,329837
1231,4765,1,3,2,1900,Suburban,Poor,Yes,210094
807,4533,5,1,3,1982,Downtown,Fair,Yes,638212
905,1454,3,3,2,1917,Downtown,Excellent,Yes,196539
1680,542,2,3,2,1988,Suburban,Excellent,No,741310
1205,1226,3,1,1,2010,Rural,Excellent,No,351286
768,4177,5,1,3,1970,Rural,Excellent,No,901995
610,2517,3,1,1,1949,Rural,Excellent,No,732561
1993,2450,1,3,3,2006,Urban,Good,Yes,225508
1565,1890,4,4,2,2005,Downtown,Fair,No,964105
1423,2209,1,4,1,1904,Downtown,Good,No,987126
1011,3041,4,1,3,2002,Suburban,Good,No,962133
494,4022,4,1,1,1937,Rural,Fair,No,817469
1321,4499,1,4,2,2014,Rural,Poor,No,921836
278,4363,2,3,2,2006,Rural,Good,Yes,796355
1847,1942,1,3,3,1997,Downtown,Good,Yes,647359
359,3559,4,2,3,1937,Suburban,Excellent,No,874470
1111,4353,5,2,3,2007,Rural,Poor,Yes,391925
237,3946,4,3,2,1988,Urban,Fair,No,542646
552,3824,4,4,2,1901,Suburban,Poor,No,105904
1868,4861,3,1,3,1967,Urban,Good,Yes,955428
1813,2602,3,1,2,2004,Downtown,Poor,No,959251
209,4491,2,4,3,1912,Rural,Excellent,Yes,780806
1387,894,4,2,1,2002,Suburban,Poor,No,503885
1561,4068,1,1,2,1956,Urban,Excellent,No,505235
59,2000,1,4,3,1917,Suburban,Fair,Yes,143878
632,3945,5,2,2,1949,Downtown,Excellent,Yes,284729
1962,924,4,3,3,1938,Urban,Excellent,Yes,622854
1860,4573,4,4,2,1982,Downtown,Good,No,197892
1817,4219,1,1,1,2001,Downtown,Excellent,Yes,352468
364,2257,3,3,3,1940,Urban,Fair,No,320041
506,1004,4,2,1,1999,Rural,Good,No,95520
1166,4984,5,3,3,1945,Downtown,Poor,Yes,655950
1122,3542,4,2,1,2008,Downtown,Fair,Yes,832351
1630,3732,3,4,1,1991,Urban,Fair,Yes,372111
1217,4569,3,1,1,1948,Downtown,Good,Yes,306760
1152,1313,3,2,1,1961,Urban,Good,No,668214
1125,4061,3,3,2,1926,Urban,Good,Yes,809129
1595,3749,3,1,2,1980,Suburban,Fair,Yes,875613
119,4127,5,2,2,1980,Urban,Excellent,No,520336
1250,2896,3,3,2,1992,Rural,Poor,Yes,251750
1994,865,4,4,2,2020,Rural,Poor,No,308446
523,1756,1,2,1,1929,Suburban,Fair,Yes,907735
514,4127,3,1,1,1902,Suburban,Poor,Yes,421831
82,4974,5,1,2,1901,Suburban,Fair,No,764618
916,3932,5,4,2,1977,Downtown,Good,No,503035
1019,574,4,3,2,1981,Downtown,Fair,No,469230
381,2187,5,1,2,1998,Downtown,Fair,No,244451
1030,4763,2,3,1,2010,Downtown,Poor,No,840555
1689,4931,3,4,1,1980,Downtown,Poor,No,956617
85,3599,1,3,1,2009,Urban,Good,No,941307
1678,3871,3,4,2,2000,Rural,Fair,No,659019
330,4175,1,2,3,1904,Urban,Good,Yes,538720
7,3671,1,1,2,1948,Rural,Poor,Yes,448722
746,2417,4,2,2,1952,Rural,Good,Yes,317446
1554,1075,5,1,1,1972,Urban,Poor,Yes,665973
915,1466,1,3,3,1985,Downtown,Good,No,279164
874,4646,2,2,3,1927,Urban,Poor,No,137342
452,3722,1,3,2,2018,Downtown,Excellent,Yes,718582
491,1213,2,1,2,1989,Suburban,Excellent,Yes,783082
1481,4630,2,2,2,2007,Rural,Good,Yes,456782
288,3675,4,4,3,2003,Rural,Poor,Yes,454241
949,2401,4,1,3,1933,Urban,Poor,No,297145
1986,907,5,1,2,1932,Urban,Poor,No,769148
1369,4944,4,3,1,1992,Rural,Poor,Yes,395968
1147,2961,1,3,3,1983,Downtown,Fair,Yes,317014
706,3948,1,3,3,1983,Urban,Good,No,63338
1727,4476,3,1,3,1962,Suburban,Excellent,Yes,465000
1702,2192,1,2,3,1988,Rural,Fair,No,792647
1629,1074,4,4,3,1960,Urban,Poor,Yes,731845
1600,3293,1,3,2,1970,Rural,Fair,Yes,298850
1539,2546,3,4,1,2015,Suburban,Fair,No,146453
1406,2076,4,1,1,1907,Downtown,Fair,No,726923
1651,4226,1,3,3,1981,Suburban,Poor,No,751486
328,619,1,1,3,1948,Suburban,Poor,Yes,929125
443,2319,4,2,3,1936,Urban,Fair,No,790126
775,2408,4,3,2,1928,Suburban,Fair,Yes,190688
1088,4394,4,3,2,2004,Urban,Excellent,No,325871
1221,2876,3,3,3,1961,Urban,Poor,Yes,531503
1636,4181,2,2,2,1964,Rural,Excellent,No,161359
178,1869,4,2,3,1907,Suburban,Excellent,No,690102
1323,3006,1,4,3,1946,Downtown,Poor,No,53052
705,4312,5,3,3,1933,Suburban,Good,No,170283
87,3604,5,4,3,1958,Suburban,Excellent,No,93923
1884,4179,1,3,1,1954,Downtown,Poor,No,924113
1948,3057,5,3,3,1952,Urban,Poor,Yes,104795
458,3794,3,1,2,2017,Urban,Excellent,Yes,444655
1829,2266,2,2,3,2015,Rural,Excellent,Yes,397786
55,1521,5,2,1,1981,Downtown,Fair,Yes,266897
1502,4890,3,1,1,1916,Downtown,Fair,Yes,343805
644,2469,5,2,2,1979,Suburban,Poor,No,581536
678,2406,3,4,1,1919,Suburban,Fair,No,214334
222,3369,4,4,2,1930,Suburban,Fair,Yes,728797
114,3125,1,4,3,2021,Downtown,Poor,No,401992
983,4677,2,3,3,1923,Suburban,Fair,Yes,226978
1229,1718,4,1,2,1955,Urban,Excellent,Yes,380657
1000,3268,1,2,2,1962,Rural,Poor,Yes,890249
175,2294,4,4,2,1991,Suburban,Fair,No,745169
782,3465,1,3,1,1957,Rural,Excellent,No,817441
590,2665,5,1,2,1904,Rural,Poor,No,540092
1560,2852,4,3,1,1991,Suburban,Poor,Yes,724053
19,1582,2,2,2,2013,Suburban,Good,No,989305
424,2071,2,4,2,2015,Downtown,Good,Yes,401169
1344,1488,3,4,2,1975,Suburban,Excellent,Yes,135687
286,4557,5,4,2,2014,Rural,Poor,Yes,230557
1584,1729,4,3,2,1974,Rural,Poor,No,443920
429,3940,2,4,1,2020,Rural,Good,Yes,913945
1510,3458,1,4,2,1966,Rural,Poor,Yes,233719
1319,1406,2,4,2,1942,Downtown,Poor,Yes,391324
670,2625,3,3,2,1916,Downtown,Good,No,92311
32,4056,2,3,2,1935,Suburban,Excellent,Yes,727090
941,3557,2,3,3,1905,Downtown,Excellent,No,831608
723,4824,1,3,3,1998,Downtown,Good,Yes,876395
995,1887,1,3,1,1948,Suburban,Excellent,Yes,528720
215,3683,3,3,1,1908,Suburban,Fair,Yes,994793
814,697,1,4,1,1910,Rural,Fair,Yes,920181
327,2182,2,2,1,1968,Suburban,Excellent,Yes,242589
561,2324,1,4,3,1992,Rural,Poor,No,469136
1113,1128,1,2,3,1971,Suburban,Poor,Yes,974253
701,4014,3,4,2,1969,Downtown,Fair,Yes,721162
1579,1558,2,3,3,1930,Downtown,Good,No,465660
1190,510,3,1,1,1992,Rural,Good,Yes,466981
342,1059,3,1,3,2016,Downtown,Poor,No,381004
630,2406,4,2,3,2013,Rural,Excellent,No,938750
148,3652,4,3,3,1943,Urban,Fair,No,128038
1310,3691,2,1,2,1930,Rural,Fair,Yes,474022
361,2765,3,4,1,1987,Rural,Excellent,Yes,236110
84,2778,2,2,1,1947,Downtown,Fair,Yes,92192
49,534,1,3,2,1999,Downtown,Poor,Yes,771782
469,3181,5,3,3,1931,Urban,Excellent,Yes,549344
156,2233,5,4,1,1961,Rural,Excellent,No,660911
773,2469,5,3,1,1958,Rural,Excellent,No,483039
1240,1413,5,2,1,1951,Rural,Good,No,250211
1201,3053,5,2,1,1912,Rural,Poor,Yes,115195
1403,1278,3,2,2,1968,Urban,Poor,No,416056
1203,2296,4,3,2,1919,Rural,Poor,No,664134
1631,3132,1,4,1,1929,Suburban,Excellent,Yes,934235
501,1884,4,3,2,2005,Downtown,Excellent,Yes,948607
1765,3851,2,3,2,2008,Downtown,Excellent,No,63698
180,646,1,3,1,1997,Suburban,Good,No,967184
1048,4350,5,3,1,1918,Downtown,Poor,No,714882
1756,1600,1,4,2,1999,Suburban,Good,Yes,511531
951,4564,3,3,1,1946,Suburban,Fair,No,733835
1317,3007,5,2,3,1912,Suburban,Fair,No,852377
1620,4940,1,2,1,2002,Suburban,Good,Yes,178471
529,3830,3,2,3,1998,Downtown,Excellent,No,531018
347,1080,2,2,2,1938,Downtown,Poor,No,885227
1388,4288,5,4,3,1917,Rural,Excellent,No,463146
1961,892,2,3,1,1942,Urban,Fair,No,279333
1051,686,5,3,1,1947,Urban,Good,Yes,288078
1973,1275,1,2,2,2014,Downtown,Good,No,678705
1442,3889,1,4,1,1933,Rural,Excellent,Yes,417057
602,3778,4,2,3,1930,Suburban,Good,No,712746
1282,1088,2,2,1,1912,Urban,Good,Yes,234215
244,725,2,2,3,1954,Suburban,Excellent,Yes,708764
1337,3655,1,3,2,1980,Suburban,Good,Yes,828912
1068,1740,1,4,3,1926,Urban,Fair,No,76567
1476,811,1,1,1,1909,Downtown,Excellent,Yes,859427
313,2215,1,2,3,1982,Downtown,Fair,Yes,546184
436,1865,1,1,2,1962,Urban,Poor,Yes,643572
1899,2453,5,3,2,1950,Suburban,Good,Yes,644191
1329,538,2,4,2,1961,Downtown,Excellent,Yes,712600
309,4269,3,4,3,1940,Urban,Good,No,533512
431,2826,3,1,3,1967,Downtown,Fair,No,287626
661,4932,2,4,3,1928,Urban,Good,No,81817
371,2131,4,1,2,1928,Rural,Fair,Yes,476573
567,4425,4,4,2,1924,Rural,Poor,Yes,271738
980,3952,2,1,1,1977,Rural,Fair,Yes,741419
182,3411,5,4,2,1904,Suburban,Fair,Yes,716217
1363,4176,5,3,3,2019,Urban,Poor,No,637270
622,3531,3,3,2,1945,Rural,Fair,No,470594
819,1754,2,4,2,1999,Downtown,Excellent,No,89369
1193,4064,4,4,2,1957,Urban,Excellent,Yes,934750
953,2323,5,2,3,1974,Urban,Poor,Yes,249041
1422,589,5,2,3,1919,Downtown,Good,Yes,515992
1841,2996,1,4,2,2015,Rural,Poor,Yes,609836
923,2292,3,2,1,1901,Downtown,Excellent,No,729706
1074,4069,5,3,3,1918,Suburban,Fair,Yes,700060
297,4615,2,2,3,1926,Suburban,Fair,Yes,530795
967,3691,2,2,3,1922,Urban,Excellent,No,891024
462,1453,4,3,1,1941,Suburban,Excellent,Yes,972879
1303,2387,4,3,3,1913,Suburban,Poor,No,965885
